       N        P        K  Soil_pH  Soil_Moisture  Organic_Carbon  Temperature  Humidity  Rainfall  Sunlight_Hours  Wind_Speed Crop_Type  Crop_Yield_ton_per_hectare
0.006711 0.571429 0.534884 0.958824       0.501100        0.238462     0.169667  0.769090  0.978500        0.415714    0.038235      Rice                       10.07
0.892617 0.238095 0.875969 0.070588       0.919984        0.200000     0.736667  0.588363  0.322906        0.627143    0.931765     Wheat                        8.25
0.355705 0.166667 0.255814 0.338235       0.607722        0.707692     0.146000  0.341947  0.986108        0.235714    0.998235     Maize                        9.93
0.704698 0.154762 0.387597 0.926471       0.495299        0.123077     0.433667  0.826109  0.046603        0.884286    0.618824     Maize                        6.42
0.020134 0.488095 0.806202 0.897059       0.743149        0.176923     0.625667  0.794765  0.040155        0.294286    0.146471 Sugarcane                       75.98
0.355705 0.940476 0.713178 0.864706       0.353471        0.938462     0.537667  0.940980  0.858867        0.304286    0.515882    Potato                       26.52
0.973154 0.166667 0.527132 0.308824       0.193839        0.253846     0.057000  0.994998  0.321873        0.921429    0.677647      Rice                        8.04
0.288591 0.738095 0.682171 0.847059       0.847369        0.323077     0.362667  0.011337  0.357186        0.388571    0.185294    Potato                       24.65
0.087248 0.797619 0.790698 0.505882       0.056611        0.630769     0.470000  0.320107  0.050921        0.137143    0.387059     Maize                       10.82
0.630872 0.309524 0.635659 0.620588       0.807962        0.438462     0.391333  0.192564  0.002097        0.427143    0.108824    Potato                       23.52
0.315436 0.619048 0.077519 0.238235       0.103421        0.561538     0.665333  0.213571  0.633001        0.338571    0.580588     Maize                        8.37
0.093960 0.607143 0.271318 0.705882       0.625725        0.146154     0.888333  0.864955  0.522717        0.495714    0.343529    Cotton                        5.58
0.261745 0.738095 0.627907 0.326471       0.477095        0.669231     0.667667  0.975158  0.727871        0.612857    0.352941 Sugarcane                       77.11
0.543624 0.857143 0.286822 0.344118       0.998800        0.153846     0.590000  0.940147  0.227343        0.330000    0.460000     Wheat                        8.94
0.738255 0.619048 0.682171 0.638235       0.388078        0.746154     0.149000  0.696566  0.847676        0.711429    0.252941     Wheat                        9.91
0.348993 0.666667 0.000000 0.241176       0.957391        0.523077     0.349000  0.555018  0.262079        0.302857    0.617059 Sugarcane                       73.72
0.154362 0.607143 0.798450 0.223529       0.403881        0.815385     0.548333  0.638046  0.447890        0.838571    0.671765    Potato                       27.06
0.825503 0.500000 0.496124 0.370588       0.681936        0.169231     0.934000  0.855785  0.368092        0.961429    0.251176 Sugarcane                       74.59
0.268456 0.071429 0.000000 0.779412       0.643729        0.376923     0.304667  0.006836  0.855397        0.014286    0.770588     Wheat                        8.88
0.093960 0.488095 0.961240 0.223529       0.086417        0.846154     0.338000  0.428309  0.821205        0.117143    0.053529 Sugarcane                       76.42
0.295302 0.035714 0.457364 0.788235       0.743549        0.800000     0.589667  0.506502  0.441674        0.510000    0.691765    Cotton                        8.46
0.429530 0.809524 0.186047 0.697059       0.208642        0.969231     0.899667  0.923641  0.357370        0.622857    0.434706    Cotton                        4.93
0.590604 0.047619 0.697674 0.679412       0.388478        0.223077     0.543333  0.171891  0.785633        0.910000    0.621765     Wheat                        9.96
0.469799 0.880952 0.379845 0.473529       0.782356        0.538462     0.174333  0.744415  0.213699        0.630000    0.398235      Rice                        8.31
0.053691 0.940476 0.705426 0.747059       0.944589        0.015385     0.075333  0.924141  0.941202        0.864286    0.377647      Rice                       10.60
0.583893 0.476190 0.240310 0.014706       0.559912        0.961538     0.889000  0.764088  0.317871        0.522857    0.143529    Cotton                        4.98
0.859060 0.035714 0.248062 0.305882       0.519504        0.176923     0.670000  0.010170  0.463371        0.690000    0.712941    Potato                       22.96
0.906040 0.011905 0.193798 0.679412       0.505101        0.907692     0.220667  0.659553  0.808490        0.922857    0.300000     Maize                       13.21
0.416107 0.785714 0.317829 0.988235       0.816763        0.676923     0.724667  0.209403  0.795330        0.677143    0.430588     Maize                       11.97
0.926174 0.238095 0.465116 0.002941       0.993399        0.938462     0.719667  0.605202  0.693251        0.482857    0.758235     Wheat                        7.78
0.536913 0.821429 0.310078 0.508824       0.633727        0.246154     0.772000  0.571190  0.115595        0.592857    0.230000      Rice                       10.39
0.906040 0.500000 1.000000 0.923529       0.378676        0.346154     0.892333  0.957152  0.242035        0.430000    0.450588     Wheat                        6.72
0.214765 0.964286 0.759690 0.864706       0.218644        0.161538     0.152000  0.190230  0.713675        0.150000    0.319412      Rice                        9.26
0.818792 0.809524 0.751938 0.023529       0.198840        0.423077     0.956667  0.050350  0.859619        0.770000    0.715294    Cotton                        7.16
0.026846 0.095238 0.232558 0.529412       0.856371        0.946154     0.998667  0.611370  0.168025        0.414286    0.962353     Maize                        9.84
0.268456 0.988095 0.883721 0.002941       0.992599        0.569231     0.014333  0.343948  0.989470        0.094286    0.950588      Rice                        9.13
0.181208 0.321429 0.364341 0.788235       0.698140        0.415385     0.091333  0.750250  0.621286        0.704286    0.497059 Sugarcane                       74.67
0.899329 0.297619 0.007752 0.308824       0.955991        0.323077     0.434000  0.993331  0.821417        0.764286    0.168824 Sugarcane                       76.56
0.476510 0.964286 0.775194 0.764706       0.350070        0.584615     0.034333  0.401300  0.785689        0.105714    0.965882    Cotton                        9.49
0.073826 0.976190 0.984496 0.944118       0.627726        0.723077     0.735000  0.151717  0.107010        0.455714    0.891176    Potato                       24.82
0.214765 0.023810 0.449612 0.976471       0.511702        0.407692     0.650667  0.554185  0.342545        0.481429    0.158235     Wheat                        7.71
0.315436 0.857143 0.922481 0.894118       0.482096        0.230769     0.776000  0.346115  0.458400        0.234286    0.273529    Potato                       24.30
0.409396 0.571429 0.286822 0.202941       0.632527        0.584615     0.998333  0.794765  0.259934        0.798571    0.111176     Wheat                        7.90
0.241611 0.190476 0.821705 0.194118       0.310462        0.369231     0.933333  0.534345  0.682505        0.531429    0.955882     Maize                       11.08
0.657718 0.738095 0.155039 0.626471       0.640728        0.992308     0.300000  0.908303  0.561483        0.572857    0.070588    Potato                       24.44
0.691275 0.642857 0.317829 0.544118       0.672935        0.438462     0.396333  0.838279  0.981225        0.358571    0.394118 Sugarcane                       79.11
0.228188 0.261905 0.069767 0.008824       0.836367        0.430769     0.776000  0.914305  0.182541        0.245714    0.838235 Sugarcane                       72.40
0.671141 0.392857 0.248062 0.391176       0.730546        0.838462     0.388000  0.298933  0.561203        0.802857    0.542941 Sugarcane                       76.07
0.872483 0.809524 0.527132 0.905882       0.319864        0.253846     0.698667  0.902968  0.900371        0.532857    0.516471 Sugarcane                       75.77
0.000000 0.166667 0.612403 0.897059       0.450890        0.069231     0.918667  0.866622  0.039311        0.241429    0.382941    Potato                       25.16
0.026846 0.547619 0.775194 0.202941       0.120424        0.853846     0.406000  0.627042  0.497707        0.425714    0.008824      Rice                        8.80
0.946309 0.023810 0.217054 0.382353       0.257251        0.592308     0.560667  0.910637  0.212843        0.555714    0.149412     Wheat                        7.08
0.684564 0.976190 0.403101 0.561765       0.521104        0.261538     0.841333  0.054018  0.958512        0.555714    0.577647     Wheat                       12.76
0.174497 0.321429 0.953488 0.852941       0.100820        0.346154     0.477667  0.785762  0.665511        0.557143    0.802353     Maize                        8.39
0.912752 0.023810 0.317829 0.532353       0.570714        0.423077     0.289000  0.145382  0.272809        0.168571    0.647059      Rice                        8.80
0.093960 0.035714 0.356589 0.967647       0.390278        0.676923     0.258333  0.340780  0.990130        0.554286    0.760000      Rice                        8.92
0.597315 0.357143 0.077519 0.800000       0.034807        0.469231     0.072000  0.729743  0.218122        0.345714    0.206471      Rice                        7.45
0.275168 0.523810 0.635659 0.952941       0.434487        0.392308     0.330333  0.209570  0.330919        0.567143    0.562353 Sugarcane                       74.92
0.825503 0.690476 0.837209 0.732353       0.281256        0.776923     0.686000  0.231077  0.675261        0.667143    0.371176    Potato                       27.89
0.416107 0.523810 0.201550 0.876471       0.067013        0.069231     0.059000  0.211904  0.567551        0.230000    0.334118     Wheat                        6.14
0.637584 0.880952 0.472868 0.832353       0.293459        0.653846     0.274333  0.456152  0.824675        0.120000    0.424706      Rice                        9.99
0.342282 0.428571 0.790698 0.252941       0.294059        0.446154     0.111667  0.080860  0.669410        0.604286    0.871176 Sugarcane                       74.61
0.637584 0.761905 0.333333 0.229412       0.355071        0.338462     0.404333  0.886629  0.578233        0.692857    0.885294    Cotton                        8.94
0.879195 0.095238 0.713178 0.864706       0.366473        0.930769     0.093333  0.729743  0.335433        0.865714    0.788235    Potato                       22.17
0.953020 0.190476 0.224806 0.085294       0.429886        0.776923     0.746000  0.513505  0.295718        0.245714    0.375882     Maize                        7.91
0.187919 0.761905 0.914729 0.408824       0.092018        0.223077     0.928000  0.084028  0.097736        0.124286    0.024118    Potato                       25.37
0.234899 0.023810 0.217054 0.820588       0.005201        0.653846     0.192333  0.124208  0.402900        0.972857    0.367059 Sugarcane                       72.39
0.080537 0.297619 0.224806 0.814706       0.736147        0.823077     0.250667  0.098366  0.789339        0.040000    0.825294    Cotton                        9.33
0.469799 0.619048 0.798450 0.138235       0.337467        0.992308     0.160000  0.014505  0.284392        0.415714    0.098235    Cotton                        9.50
0.570470 0.357143 0.844961 0.488235       0.613723        0.700000     0.187333  0.667222  0.881352        0.492857    0.668235    Potato                       26.93
0.181208 0.297619 0.240310 0.479412       0.307061        0.692308     0.311667  0.510170  0.801538        0.711429    0.858824    Cotton                        7.67
0.436242 0.261905 0.387597 0.323529       0.984397        0.615385     0.281333  0.381961  0.997927        0.811429    0.467647    Potato                       26.01
0.295302 0.345238 0.271318 0.917647       0.315463        0.038462     0.385333  0.347449  0.725938        0.557143    0.042353      Rice                       11.18
0.409396 0.107143 0.418605 0.652941       0.605121        0.584615     0.525000  0.461320  0.048980        0.028571    0.502941      Rice                        8.57
0.892617 0.845238 0.271318 0.979412       0.220044        0.807692     0.727667  0.474992  0.593482        0.998571    0.692353      Rice                        7.77
0.181208 0.750000 0.426357 0.067647       0.517904        0.392308     0.884333  0.138880  0.301670        0.640000    0.656471    Potato                       22.82
0.181208 0.250000 0.271318 0.394118       0.579516        0.584615     0.459333  0.531511  0.948795        0.831429    0.511765     Maize                       11.62
0.718121 0.166667 0.682171 0.835294       0.182837        0.923077     0.909000  0.047849  0.712198        0.414286    0.602941     Maize                        9.74
0.288591 0.654762 0.472868 0.423529       0.123625        0.169231     0.679667  0.938813  0.782927        0.052857    0.276471     Maize                        9.58
0.557047 0.869048 0.837209 0.261765       0.973795        0.276923     0.729000  0.714238  0.561395        0.082857    0.212353      Rice                       12.26
0.194631 0.226190 0.666667 0.997059       0.893379        0.107692     0.522333  0.009336  0.967253        0.771429    0.886471    Cotton                        7.23
0.496644 0.547619 0.488372 0.873529       0.660132        0.500000     0.523333  0.288763  0.170454        0.212857    0.288824    Cotton                        7.24
0.852349 0.619048 0.434109 0.547059       0.861172        0.838462     0.532000  0.982828  0.389236        0.855714    0.692353 Sugarcane                       75.33
0.610738 0.619048 0.868217 0.561765       0.095619        0.438462     0.492000  0.048349  0.500056        0.252857    0.184118 Sugarcane                       76.18
0.859060 0.000000 0.534884 0.005882       0.729546        0.069231     0.459000  0.146549  0.553435        0.258571    0.430000     Wheat                        8.62
0.805369 0.011905 0.147287 0.982353       0.285657        0.261538     0.774667  0.477159  0.776535        0.098571    0.141765     Maize                        9.51
0.174497 0.678571 0.410853 0.805882       0.539508        0.892308     0.387667  0.353451  0.728648        0.140000    0.294706     Maize                       10.51
0.805369 0.214286 0.000000 0.035294       0.764953        0.553846     0.206667  0.985328  0.054495        0.127143    0.179412     Wheat                        7.25
0.771812 0.726190 0.689922 0.176471       0.033407        0.915385     0.135667  0.539680  0.723873        0.042857    0.955882     Wheat                        7.90
0.013423 0.916667 0.868217 0.820588       0.694939        0.830769     0.879667  0.941314  0.262215        0.237143    0.015882    Potato                       22.43
0.684564 0.845238 0.093023 0.088235       0.434887        0.415385     0.863000  0.376792  0.416048        0.022857    0.347647     Wheat                        8.89
0.912752 0.130952 0.844961 0.941176       0.439688        0.630769     0.243667  0.272091  0.450163        0.702857    0.629412    Potato                       24.64
0.409396 0.297619 0.697674 1.000000       0.907381        0.661538     0.118333  0.288429  0.693692        0.615714    0.878235 Sugarcane                       73.06
0.335570 0.309524 0.728682 0.885294       0.859972        0.746154     0.960333  0.636712  0.681420        0.172857    0.996471     Wheat                        9.71
0.389262 0.333333 0.325581 0.738235       0.057612        0.330769     0.482000  0.604035  0.378422        0.862857    0.608824 Sugarcane                       74.43
0.785235 0.166667 0.565891 0.488235       0.618524        0.292308     0.093333  0.553685  0.813425        0.285714    0.918235      Rice                        9.01
0.637584 0.535714 0.100775 0.082353       0.435887        0.684615     0.215333  0.188896  0.121274        0.535714    0.948235    Potato                       21.79
0.751678 0.000000 0.759690 0.729412       0.117824        0.815385     0.703667  0.263421  0.232574        0.811429    0.537059    Potato                       22.89
0.409396 0.702381 0.837209 0.397059       0.851170        0.415385     0.081333  0.289096  0.424661        0.368571    0.115882    Potato                       26.94
0.342282 0.666667 0.736434 0.570588       0.071614        0.323077     0.433000  0.866289  0.218698        0.251429    0.501765 Sugarcane                       74.83
0.073826 0.023810 0.441860 0.294118       0.032006        0.823077     0.427667  0.817439  0.927838        0.860000    0.484118 Sugarcane                       75.41
0.255034 0.202381 0.736434 0.241176       0.197640        0.684615     0.685667  0.204902  0.928055        0.074286    0.548235 Sugarcane                       77.75
0.865772 0.607143 0.286822 0.323529       0.303461        0.346154     0.199333  0.146382  0.170426        0.650000    0.352353     Wheat                        8.77
0.872483 0.702381 0.488372 0.814706       0.060812        0.530769     0.983667  0.102034  0.413198        0.838571    0.668824    Potato                       23.31
0.751678 0.392857 0.062016 0.426471       0.641528        0.961538     0.155333  0.067523  0.992292        0.710000    0.464706      Rice                       10.13
0.671141 0.702381 0.930233 0.311765       0.437287        0.746154     0.598333  0.984828  0.019151        0.374286    0.571176     Wheat                        7.58
0.751678 0.297619 0.240310 0.432353       0.412282        0.223077     0.328000  0.811437  0.043037        0.951429    0.301765      Rice                        9.80
0.536913 0.845238 0.077519 0.032353       0.145429        0.292308     0.133000  0.016839  0.843134        0.135714    0.440000     Maize                       11.15
0.751678 0.214286 0.806202 0.891176       0.437888        0.261538     0.539000  0.006502  0.382116        0.711429    0.713529     Wheat                        9.06
0.006711 0.250000 0.627907 0.552941       0.390278        0.846154     0.169667  0.690063  0.730889        0.718571    0.107059    Potato                       26.73
0.865772 0.380952 0.279070 0.105882       0.383677        0.638462     0.680000  0.311270  0.618284        0.612857    0.801176      Rice                       10.66
0.355705 0.440476 0.627907 0.288235       0.218644        0.938462     0.032333  0.098866  0.694440        0.485714    0.422941    Cotton                        6.70
0.577181 0.404762 0.085271 0.982353       0.094419        0.092308     0.510333  0.463988  0.197230        0.952857    0.975294    Cotton                        8.65
0.859060 0.785714 0.023256 0.594118       0.260852        0.053846     0.219000  0.018673  0.547127        0.465714    0.531176     Wheat                       10.44
0.979866 0.976190 0.325581 0.291176       0.667333        0.676923     0.950000  0.424808  0.646408        0.332857    0.057059     Wheat                       11.85
0.838926 0.107143 0.387597 0.426471       0.073015        0.269231     0.710667  0.237412  0.552202        0.514286    0.511176     Wheat                        8.38
0.865772 0.166667 0.031008 0.258824       0.382476        0.676923     0.755333  0.264755  0.944956        0.801429    0.529412     Maize                        9.24
0.348993 0.119048 0.666667 0.032353       0.514503        0.723077     0.705333  0.286095  0.016017        0.162857    0.666471 Sugarcane                       73.90
0.449664 0.273810 0.813953 0.841176       0.963393        0.307692     0.666000  0.307603  0.214536        0.370000    0.164706    Cotton                        6.26
0.818792 0.904762 0.426357 0.291176       0.843969        0.953846     0.138000  0.019840  0.073390        0.565714    0.476471 Sugarcane                       75.04
0.966443 0.035714 0.844961 0.838235       0.916783        0.776923     0.997333  0.570190  0.963731        0.842857    0.387059     Maize                       12.33
0.248322 0.142857 0.519380 0.479412       0.820164        0.369231     0.657333  0.547849  0.233827        0.400000    0.917647    Potato                       24.56
0.154362 0.857143 0.736434 0.182353       0.589318        0.415385     0.897333  0.650884  0.740467        0.550000    0.295882    Potato                       25.17
0.456376 0.666667 0.333333 0.802941       0.860972        0.715385     0.503667  0.159720  0.145464        0.122857    0.018235     Wheat                        9.74
0.771812 0.428571 0.689922 0.376471       0.565313        0.307692     0.286000  0.994998  0.051934        0.094286    0.497059      Rice                       11.08
0.651007 0.559524 0.317829 0.708824       0.357872        0.292308     0.437333  0.135712  0.190814        0.212857    0.962941    Potato                       24.31
0.926174 0.833333 0.558140 0.838235       0.372474        0.623077     0.399000  0.811604  0.276079        0.685714    0.642353     Wheat                        5.14
0.959732 0.000000 0.077519 0.961765       0.565513        0.138462     0.016000  0.220240  0.458260        0.211429    0.600588    Cotton                        6.81
0.644295 0.702381 0.441860 0.085294       0.809562        0.992308     0.675000  0.438980  0.021957        0.877143    0.832353      Rice                        6.62
0.825503 0.130952 0.984496 0.008824       0.133627        0.284615     0.737667  0.324108  0.617352        0.898571    0.155294 Sugarcane                       75.59
0.463087 0.238095 0.155039 0.547059       0.039208        0.384615     0.041000  0.307603  0.656354        0.265714    0.353529     Wheat                        6.43
0.617450 0.119048 0.155039 0.264706       0.789758        0.223077     0.246000  0.486495  0.290816        0.105714    0.208235    Potato                       24.52
0.013423 0.511905 0.550388 0.467647       0.647730        0.646154     0.664333  0.239580  0.264728        0.411429    0.384118      Rice                        6.86
0.986577 0.678571 0.992248 0.073529       0.821564        0.061538     0.322000  0.546849  0.190226        0.794286    0.056471     Wheat                       11.59
0.979866 0.511905 0.782946 0.502941       0.976795        0.930769     0.934000  0.250584  0.215044        0.107143    0.410588      Rice                       11.02
0.597315 0.916667 0.093023 0.123529       0.251450        0.307692     0.112667  0.973158  0.650435        0.098571    0.147647      Rice                        8.68
0.979866 0.392857 0.558140 0.838235       0.194239        0.930769     0.928000  0.239246  0.605841        0.244286    0.620588     Wheat                        9.88
0.986577 0.285714 0.038760 0.758824       0.341068        0.253846     0.914000  0.764755  0.915119        0.692857    0.480588    Potato                       26.00
0.637584 0.035714 0.860465 0.073529       0.878176        0.515385     0.955667  0.469657  0.827689        0.374286    0.667647 Sugarcane                       76.20
0.342282 0.750000 0.124031 0.835294       0.014003        0.692308     0.077333  0.037846  0.576028        0.737143    0.441765     Maize                        9.53
0.852349 0.178571 0.558140 0.323529       0.010602        0.615385     0.272333  0.152551  0.167200        0.404286    0.626471      Rice                        8.90
0.255034 0.107143 0.085271 0.352941       0.216843        0.515385     0.251333  0.928643  0.323474        0.078571    0.100000    Cotton                        4.53
0.543624 0.773810 0.658915 0.179412       0.376075        0.792308     0.885333  0.820440  0.475998        0.998571    0.164706     Wheat                        8.80
0.691275 0.404762 0.937984 0.835294       0.302460        0.469231     0.807333  0.144048  0.420662        0.681429    0.967647      Rice                        6.31
0.859060 0.976190 0.534884 0.405882       0.825165        0.330769     0.159000  0.050850  0.064169        0.631429    0.840000     Maize                       11.70
0.067114 0.059524 0.829457 0.050000       0.689938        0.715385     0.141333  0.152551  0.358158        0.492857    0.558824      Rice                        7.57
0.275168 0.214286 0.395349 0.967647       0.837968        0.938462     0.474000  0.584028  0.187504        0.082857    0.998824      Rice                        7.68
0.657718 0.690476 0.279070 0.255882       0.383877        0.600000     0.173333  0.633545  0.574939        0.985714    0.035882      Rice                       10.21
0.040268 0.619048 0.899225 0.935294       0.595919        0.276923     0.476000  0.378793  0.930700        0.465714    0.977647     Maize                       11.54
0.959732 0.083333 0.015504 0.300000       0.515503        0.761538     0.844667  0.280760  0.139640        0.041429    0.060000      Rice                        9.12
0.597315 0.916667 0.054264 0.832353       0.474895        0.761538     0.500000  0.206736  0.861352        0.342857    0.642353     Maize                        9.77
0.744966 0.107143 0.356589 0.664706       0.288258        0.269231     0.724333  0.438813  0.261991        0.032857    0.583529     Wheat                        7.64
0.395973 0.785714 0.488372 0.861765       0.709342        0.384615     0.250000  0.022341  0.689053        0.507143    0.875294    Potato                       29.28
0.751678 0.440476 0.317829 0.976471       0.524105        0.138462     0.265667  0.008503  0.607450        0.754286    0.584118     Maize                        9.88
0.006711 0.333333 0.325581 0.870588       0.078616        0.076923     0.593667  0.797933  0.217998        0.957143    0.220588 Sugarcane                       72.95
0.859060 0.166667 0.961240 0.402941       0.000600        0.807692     0.852333  0.530343  0.369349        0.842857    0.215294    Cotton                        7.52
0.315436 0.261905 0.100775 0.814706       0.020404        0.369231     0.531000  0.781260  0.546783        0.271429    0.734118 Sugarcane                       72.89
0.932886 0.964286 0.697674 0.711765       0.076015        0.284615     0.198333  0.113871  0.912137        0.347143    0.834118    Cotton                        6.38
0.241611 0.535714 0.007752 0.061765       0.371074        0.253846     0.217667  0.815438  0.184118        0.520000    0.485882     Wheat                        7.64
